date,nifty50_close,nifty50_high,nifty50_low,nifty50_open,nifty50_volume,sp500_close,sp500_high,sp500_low,sp500_open,sp500_volume,gold_close,gold_high,gold_low,gold_open,gold_volume,silver_close,silver_high,silver_low,silver_open,silver_volume,crude_close,crude_high,crude_low,crude_open,crude_volume,usdinr_close,usdinr_high,usdinr_low,usdinr_open,usdinr_volume,nifty50_direction
2021-01-19,14521.150390625,14546.0498046875,14350.849609375,14371.650390625,546100,3798.909912109375,3804.530029296875,3780.3701171875,3781.8798828125,5014440000,1839.5,1842.9000244140625,1802.0,1802.0,13,25.27899932861328,25.27899932861328,24.915000915527344,24.915000915527344,4,52.97999954223633,53.130001068115234,51.7599983215332,52.0,125964,73.1886978149414,73.30799865722656,73.0989990234375,73.18920135498047,0,1
2021-01-20,14644.7001953125,14666.4501953125,14517.5498046875,14538.2998046875,623100,3851.85009765625,3859.75,3816.219970703125,3816.219970703125,4566190000,1865.9000244140625,1866.5999755859375,1844.4000244140625,1847.800048828125,16,25.733999252319336,25.733999252319336,25.415000915527344,25.424999237060547,151,53.2400016784668,53.790000915527344,53.04999923706055,53.130001068115234,400301,73.19190216064453,73.19229888916016,72.89929962158203,73.19200134277344,0,0
2021-01-21,14590.349609375,14753.5498046875,14517.25,14730.9501953125,704600,3853.070068359375,3861.449951171875,3845.050048828125,3857.4599609375,4501760000,1865.300048828125,1868.0,1865.300048828125,1865.300048828125,6,25.82200050354004,25.82200050354004,25.82200050354004,25.82200050354004,0,53.130001068115234,53.40999984741211,52.75,52.93000030517578,352397,72.91089630126953,73.04530334472656,72.88300323486328,72.90789794921875,0,0
2021-01-22,14371.900390625,14619.900390625,14357.75,14583.400390625,776800,3841.469970703125,3852.31005859375,3830.409912109375,3844.239990234375,5110890000,1855.699951171875,1855.699951171875,1852.699951171875,1854.9000244140625,8,25.52400016784668,25.540000915527344,25.52400016784668,25.52400016784668,10,52.27000045776367,53.15999984741211,51.439998626708984,53.099998474121094,437484,72.95490264892578,73.23750305175781,72.92900085449219,72.95490264892578,0,0
2021-01-25,14238.900390625,14491.099609375,14218.599609375,14477.7998046875,618600,3855.360107421875,3859.22998046875,3797.159912109375,3851.679931640625,7000840000,1854.9000244140625,1864.699951171875,1851.800048828125,1864.699951171875,26,25.454999923706055,25.454999923706055,25.454999923706055,25.454999923706055,5,52.77000045776367,52.95000076293945,51.81999969482422,52.16999816894531,349076,72.99590301513672,73.22000122070312,72.87799835205078,72.99590301513672,0,0
2021-01-27,13967.5,14237.9501953125,13929.2998046875,14237.9501953125,660700,3750.77001953125,3836.830078125,3732.47998046875,3836.830078125,9976520000,1844.9000244140625,1844.9000244140625,1844.9000244140625,1844.9000244140625,195540,25.375999450683594,25.375999450683594,25.375999450683594,25.375999450683594,610,52.849998474121094,53.29999923706055,51.849998474121094,52.7599983215332,442376,72.91999816894531,73.0718994140625,72.7979965209961,72.9198989868164,0,0
2021-01-28,13817.5498046875,13898.25,13713.25,13810.400390625,637900,3787.3798828125,3830.5,3755.75,3755.75,6992770000,1837.9000244140625,1862.9000244140625,1831.5,1843.4000244140625,27283,25.909000396728516,27.010000228881836,24.93000030517578,25.084999084472656,508,52.34000015258789,53.58000183105469,52.040000915527344,52.650001525878906,411406,73.03710174560547,73.17410278320312,72.89679718017578,73.03700256347656,0,0
2021-01-29,13634.599609375,13966.849609375,13596.75,13946.599609375,753200,3714.239990234375,3778.050048828125,3694.1201171875,3778.050048828125,6643370000,1847.300048828125,1876.0,1838.699951171875,1842.0,1634,26.899999618530273,27.575000762939453,26.3700008392334,26.639999389648438,32,52.20000076293945,53.25,51.93000030517578,52.150001525878906,410914,72.93879699707031,73.0302963256836,72.76750183105469,72.93879699707031,0,1
2021-02-01,14281.2001953125,14336.349609375,13661.75,13758.599609375,870500,3773.860107421875,3784.320068359375,3725.6201171875,3731.169921875,5436230000,1860.800048828125,1871.9000244140625,1850.0,1866.5999755859375,1494,29.398000717163086,30.15999984741211,28.299999237060547,28.360000610351562,474,53.54999923706055,53.7400016784668,51.63999938964844,51.9900016784668,416067,72.90660095214844,73.20339965820312,72.81710052490234,72.90660095214844,0,1
2021-02-02,14647.849609375,14731.7001953125,14469.150390625,14481.099609375,915000,3826.31005859375,3843.090087890625,3791.840087890625,3791.840087890625,5514090000,1830.5,1861.300048828125,1827.5999755859375,1859.5999755859375,1293,26.384000778198242,28.93000030517578,26.384000778198242,28.645000457763672,91,54.7599983215332,55.2599983215332,53.45000076293945,53.47999954223633,463718,73.11979675292969,73.32479858398438,72.90760040283203,73.11979675292969,0,1
2021-02-03,14789.9501953125,14868.849609375,14574.150390625,14754.900390625,869500,3830.169921875,3847.510009765625,3816.679931640625,3840.27001953125,4864870000,1832.199951171875,1842.4000244140625,1829.800048828125,1834.800048828125,1195,26.878000259399414,27.024999618530273,26.860000610351562,26.940000534057617,143,55.689998626708984,56.33000183105469,54.810001373291016,55.04999923706055,448693,72.91629791259766,73.00299835205078,72.81900024414062,72.94999694824219,0,1
2021-02-04,14895.650390625,14913.7001953125,14714.75,14789.0498046875,884700,3871.739990234375,3872.419921875,3836.659912109375,3836.659912109375,4879240000,1788.9000244140625,1832.199951171875,1782.800048828125,1832.199951171875,2375,26.222999572753906,26.674999237060547,26.0049991607666,26.674999237060547,114,56.22999954223633,56.58000183105469,55.29999923706055,55.959999084472656,381404,72.85800170898438,72.99040222167969,72.82599639892578,72.85980224609375,0,1
2021-02-05,14924.25,15014.650390625,14864.75,14952.599609375,935600,3886.830078125,3894.56005859375,3874.929931640625,3878.300048828125,4879470000,1810.9000244140625,1813.5,1790.9000244140625,1794.300048828125,1278,27.013999938964844,27.013999938964844,26.43000030517578,26.43000030517578,58,56.849998474121094,57.290000915527344,56.43000030517578,56.459999084472656,400833,72.9457015991211,73.02279663085938,72.77770233154297,72.98609924316406,0,1
2021-02-08,15115.7998046875,15159.900390625,15041.0498046875,15064.2998046875,671200,3915.590087890625,3915.77001953125,3892.590087890625,3892.590087890625,4648360000,1831.9000244140625,1836.699951171875,1809.0,1816.300048828125,254,27.56999969482422,27.56999969482422,27.280000686645508,27.280000686645508,6,57.970001220703125,58.13999938964844,57.0,57.060001373291016,399724,72.78479766845703,73.01499938964844,72.77799987792969,72.78479766845703,0,0
2021-02-09,15109.2998046875,15257.099609375,15064.2998046875,15164.150390625,713300,3911.22998046875,3918.35009765625,3902.639892578125,3910.489990234375,4568320000,1835.300048828125,1843.300048828125,1830.699951171875,1841.9000244140625,184,27.395999908447266,27.44499969482422,27.290000915527344,27.424999237060547,5,58.36000061035156,58.619998931884766,57.27000045776367,58.11000061035156,514698,72.92990112304688,73.00430297851562,72.80120086669922,72.92990112304688,0,0
2021-02-10,15106.5,15168.25,14977.2001953125,15119.0498046875,624800,3909.8798828125,3931.5,3884.93994140625,3920.780029296875,4837070000,1840.5999755859375,1851.0999755859375,1837.0,1842.5999755859375,543,27.073999404907227,27.104999542236328,27.073999404907227,27.104999542236328,32,58.68000030517578,58.90999984741211,58.08000183105469,58.45000076293945,457535,72.85489654541016,73.10900115966797,72.77799987792969,72.85559844970703,0,1
